# Foto de los ASUNTOS de Jira del proyecto SCRUM — NO se edita a mano.
#
# Para que sirve: el enlace ticket<->rama vive implicito en el nombre de la rama, el mensaje
# del commit y el fichero de docs/master/. Los tres son del REPO. El asunto del TICKET vive solo
# en Jira, y sin el no se puede saber si los tres hablan de lo mismo — que es el caso SCRUM-706.
#
# Tomada el 2026-09-07 con el MCP de Atlassian sobre cloudId 30938fdf-…
# 🔴 TRAMPA MEDIDA AL TOMARLA: la JQL de RANGO («key >= SCRUM-816 AND key <= SCRUM-915») devolvio
#    CERO con SCRUM-816/817/818 existiendo. La misma consulta como «key in (...)» los devuelve los
#    tres. Un rango que miente no da error: da un cero creible. Por eso el instrumento compara su
#    cobertura contra los numeros que encuentra en el repo y DECLARA los que no tiene.
#
# clave	estado	asunto
SCRUM-538	Finalizada	🔴 CORREGIR LAS SKILLS · El `description` de `yaqu-verifactu-sif` afirma «cola VfSubmission, envío AEAT» y se entrega SOLO a cada sesión desde junio
SCRUM-539	Finalizada	🔴 504 tests y 216 fuentes tienen CR en el árbol de trabajo: ¿cuántos guards están midiendo un fichero distinto al que va a CI?
SCRUM-540	Acción del fundador	Extender la regla de arbitraje corregida a `yaqu-verifactu-sif` — hoy dice «si chocan, gana el máster» y el máster tiene 19 afirmaciones falsas
SCRUM-541	Finalizada	🔴 En la comparativa, un lector de pantalla oye las dos celdas sin saber cuál es cuál — y en una tabla comparativa eso invierte el mensaje
SCRUM-542	Finalizada	El enlace de `.p-link` mide 22 px y AB6 exige 44 — afecta a tres secciones de la landing, no sólo a las tarjetas de gremio
SCRUM-543	Finalizada	A11Y de la landing publicada · texto pegado en el héroe y la demo, secciones sin nombre accesible, y dos táctiles &lt;44 px que no son `.p-link`
SCRUM-544	Finalizada	🔴 CLS 0,382 a 360 px — la barra de anuncio desplaza la página al responder el fetch, y el límite es 0,1
SCRUM-545	Finalizada	🔵 CUATRO afirmaciones vivas en producción detectadas en el bloque F — decide el fundador
SCRUM-546	Finalizada	Dos guards de navegador miden casi lo mismo en la primera pantalla — el conflicto de `package.json` sólo lo hizo visible
SCRUM-547	En curso	🔴 Volcar los ~20 textos en propuesta del bloque F a un documento aprobable — hoy están dentro del HTML y por eso nadie los aprueba
SCRUM-548	Finalizada	Tres conflictos de `package.json` en dos días, los tres por declarar un guard nuevo en el mismo punto — es un peaje, no un conflicto
SCRUM-549	Finalizada	🔴 El guard vigila que lo MARCADO no se publique, pero no que todo lo publicable esté marcado — un titular sin marcar se habría publicado sin aprobar
SCRUM-550	Finalizada	🔴 `guard:a11y-comparativa` mide con el medidor defectuoso que S2 desmontó — su verde no prueba nada, y el test de SCRUM-541 exige un espacio que accname ya produce
SCRUM-551	Finalizada	🔴 F4 y F6 afirman capacidades del producto SIN ANCLA — F6-8 promete SCRUM-195 (no construido), F6-16 promete SCRUM-142 (bloqueado) y F4-3 afirma el cobro con tarjeta que F5 descartó a propósito
SCRUM-552	Finalizada	El rojo de CI no dice QUÉ subtest cae — sólo la línea de fichero. Cuatro configuraciones verdes en local y el diagnóstico paró por falta de salida
SCRUM-553	Finalizada	Cuarta vez que el `>` pegado rompe un extractor — añadir un atributo dejó ciegos a `_cifras-heroe.mjs` y a `scrum331-heroe.test.mjs`, y uno cayó por «no se pudo leer»
SCRUM-554	Tareas por hacer	Cuando SCRUM-543 entre habrá DOS copias del medidor accname y del arranque de Edge — deuda declarada por la sesión que la creó, no descubierta después
SCRUM-555	Finalizada	🔴 El copy sin aprobar se marca de DOS formas distintas y el censo de anclas sólo alcanza una — la comparativa entera (20 textos) queda fuera, y los `span` y enlaces fuera de las tres
SCRUM-556	Finalizada	🔴 No es un test que falla: es un PROCESO QUE ABORTA, intermitente y dentro de la tanda — `scrum334` cae con exitCode 0xC0000409 y en la pasada siguiente pasa
SCRUM-557	Finalizada	🔴🔴 MAIN EN ROJO · el marcador de «pendiente de aprobar» hace DOS trabajos: marca lo no aprobado Y define el alcance del censo de anclas — así que APROBAR APAGA LA VIGILANCIA
SCRUM-558	Finalizada	🔴 El ancla demuestra que el CÓDIGO EXISTE, no que el usuario pueda LLEGAR a él — «queda anotada sola» está anclada y es FALSA para todo merchant nuevo
SCRUM-559	Finalizada	🔴 LOS SUELOS DE UMBRAL SON CIEGOS A LA PÉRDIDA PARCIAL — medido en tres guards el mismo día: perder UNA de 60 da verde, y perder DOS secciones de tres da `sinAncla=0`
SCRUM-560	Finalizada	Arreglar el abort de `scrum334` con el remedio que ya está probado en el repo desde SCRUM-100 — y decidir qué se hace con los otros 30 ficheros que comparten el patrón
SCRUM-561	Finalizada	🔴 El fundador aprobó 37 textos y hay 16 nodos MÁS en esas mismas secciones que nadie le enseñó — entre ellos «El ERP por WhatsApp para los oficios», que dice qué es el producto
SCRUM-562	Finalizada	🔴 `elementsFromPoint().includes(el)` DA POR BUENO LO QUE OTRO ELEMENTO TAPA — un decorativo sin `pointer-events:none` se comía 20 px del CTA y ningún censo podía verlo
SCRUM-563	Finalizada	🔴 NADA EN EL REPO REGISTRA QUÉ MICROCOPY ESTÁ APROBADA — el mecanismo sabe decir «pendiente» y no sabe decir «ya se aprobó», y eso ha causado tres errores del asesor en un día
SCRUM-564	Finalizada	Las 28 afirmaciones del copy PUBLICADO que nadie ha anclado — `#como`, `#todo`, `#precios`, `#probar` y `#faq`, incluida «Solo si cobras con tarjeta: 0,9 %»
SCRUM-565	Finalizada	🔴 UN ENCARGO LLEGÓ CORTADO A LA SESIÓN y sólo se supo porque ella lo declaró — lo primero que se pierde al truncar es el bloque de restricciones de seguridad
SCRUM-566	Finalizada	`SIF_SPEC_NOTES.md` es un plan sin marca de estado: no dice en ninguna parte que el envío NO está construido, así que se lee igual antes y después de construirlo
SCRUM-567	En revisión	Tercera vez: el censo de SCRUM-553 cuenta un HTML literal dentro de un `.replace()` como si fuera un extractor — el ruido va gastando el margen del trinquete
SCRUM-568	En revisión	🔴 CONDICIÓN DE LANZAMIENTO · Antes del go comercial, o los medios de pago están encendidos o estos nueve textos cambian — hoy es una promesa sin mecanismo
SCRUM-569	Finalizada	🔴 AGENTS.md ESTÁ FOSILIZADO Y CONTRADICE UNA RESTRICCIÓN DE SEGURIDAD — manda usar `npx prisma migrate diff`, que CLAUDE.md prohíbe; y 3 de 4 afirmaciones más son falsas
SCRUM-570	Finalizada	🔴 Los CR costaron tiempo a las TRES sesiones el mismo día con 480 y 533 ya cerrados — y `Buffer.compare` contra el blob, que la casa exige en todos los encargos, NO funciona en los ficheros normalizados
SCRUM-571	Tareas por hacer	BLOQUE 1 · Contactos y clientes — lote aprobado 24-ago-2026 contra Holded (17 tickets)
SCRUM-572	Tareas por hacer	BLOQUE 2 · Documentos: factura, presupuesto y albarán — lote aprobado 24-ago-2026 contra Holded y Quipu (19 tickets)
SCRUM-573	Tareas por hacer	BLOQUE 3 · Catálogo de productos y servicios — el margen sale del documento y pasa a vivir aquí (3 tickets)
SCRUM-574	Finalizada	CONT-01 · Switch Empresa/Persona que cambia el formulario; elimina «Tipo de cliente»
SCRUM-575	Finalizada	CONT-02 · Validación de NIF/CIF/DNI en el campo
SCRUM-576	Tareas por hacer	CONT-03 · Asociar persona ↔ empresa
SCRUM-577	Finalizada	CONT-04 · Nombre comercial ≠ razón social
SCRUM-578	Finalizada	CONT-05 · Prefijo país + normalización + aviso de duplicado
SCRUM-579	Finalizada	CONT-06 · Dirección de facturación en la ficha del cliente (corregido: una, no dos)
SCRUM-580	Finalizada	CONT-07 · Tags por contacto
SCRUM-581	Finalizada	CONT-08 · Filtros y orden en la lista
SCRUM-582	Finalizada	CONT-09 · Selección múltiple + acciones en bloque
SCRUM-583	Finalizada	CONT-10 · Exportar contactos
SCRUM-584	Finalizada	CONT-11 · Selector de columnas
SCRUM-585	Finalizada	CONT-12 · Atajo de teclado «N»
SCRUM-586	Finalizada	CONT-13 · Forma de pago por defecto por cliente
SCRUM-587	Finalizada	CONT-14 · Descuento % por defecto
SCRUM-588	Finalizada	CONT-16 · Referencia interna
SCRUM-589	Finalizada	CONT-18 · Razón social vs nombre: elección en vez de automático (corregido)
SCRUM-590	En curso	CONT-19 · Teléfono + Móvil, móvil como canal WA
SCRUM-591	Finalizada	DOC-01 · Crear cliente desde el selector del documento
SCRUM-592	Finalizada	DOC-02 · Numeración `F`/`P`/`AB` + AA + secuencia
SCRUM-593	Finalizada	DOC-03 · Texto en el documento + observaciones
SCRUM-594	Finalizada	DOC-04 · Descuento por línea + descuento global
SCRUM-595	Tareas por hacer	DOC-05 · Etiquetas del documento
SCRUM-596	Finalizada	DOC-06 · Nota interna
SCRUM-597	Tareas por hacer	DOC-07 · Asignar usuario al documento
SCRUM-598	Finalizada	DOC-08 · Quitar el margen del documento
SCRUM-599	Finalizada	DOC-09 · Unificar navegación + atajo N
SCRUM-600	Acción del fundador	DOC-10 · Facturas usa el front de presupuestos
SCRUM-601	En revisión	DOC-11 · El copy debe ser función del flag
SCRUM-602	Finalizada	DOC-12 · Dirección de envío por documento
SCRUM-603	Finalizada	DOC-13 · Descripción, texto y observaciones en el PDF
SCRUM-604	Finalizada	DOC-14 · Desglose Base imponible / IVA / Total en el PDF
SCRUM-605	Finalizada	DOC-15 · Vencimiento / válido hasta + atajos de calendario
SCRUM-606	Finalizada	ALB-01 · Nuevo albarán desde presupuesto
SCRUM-607	Finalizada	ALB-02 · Ocultar precios en el albarán
SCRUM-608	Finalizada	ALB-03 · Tipo de documento en la cabecera del PDF
SCRUM-609	Finalizada	CAT-01 · Productos y servicios: switch + coste/margen/precio
SCRUM-610	Finalizada	CAT-02 · Precio final con margen aplicado al elegir del catálogo
SCRUM-611	Finalizada	DOC-16 · Selector de tipo de IVA en la línea
SCRUM-612	Acción del fundador	🔴 DECISIÓN DEL FUNDADOR · Retirar el justificante — expediente de enmienda al máster (NO es ticket de ejecución)
SCRUM-613	Acción del fundador	⬜ PREGUNTAS ABIERTAS del lote 24-ago-2026 — 5 son mediciones, 8 son decisiones del fundador (NO es ticket de ejecución)
SCRUM-614	Tareas por hacer	El catálogo guarda el margen (DOC-08) y el Operario puede verlo, editarlo y borrar la fila — a la decisión de julio se le caduca la premisa
SCRUM-615	Finalizada	🔴 `tipoDestinatario` fija un plazo legal y se presenta como «Tipo de cliente: Sin clasificar» — está en NULL en las 15 filas y nadie sabe qué plazo aplica hoy
SCRUM-616	Finalizada	Caracterizar qué guarda hoy `POST /admin/invoices` — nada deja constancia de que las claves de más se descartan en silencio, y así es como se pierde la marca de suplido
SCRUM-617	Finalizada	🔴 CINCO de los nueve guards reportan un fallo de arranque del navegador COMO UN DEFECTO REAL de contraste o accesibilidad — y mandan a arreglar algo que no está roto
SCRUM-618	Tareas por hacer	🔴 El control que decide si el CI vigila de verdad NO lo puede ejecutar ninguna sesión — y un CI que nunca se ha visto rojo no se distingue de uno que no vigila nada
SCRUM-619	Finalizada	🔴 La marca de SUPLIDO se descarta en silencio al guardar la factura — una vez guardada es indistinguible de una línea al 0 %, y sus euros están dentro de la base imponible
SCRUM-620	Finalizada	Un puerto ocupado se cuenta como defecto encontrado: EADDRINUSE sale por la misma puerta que rojo(1)
SCRUM-621	Finalizada	Un byte NUL en guards-visuales.mjs hace que git lo trate como binario: nadie puede revisarlo en un PR
SCRUM-622	Finalizada	El semáforo pinta VERDE cualquier estado que no reconozca: || SEMAFORO_META.verde convierte «no lo sé» en «todo bien»
SCRUM-623	Finalizada	Una factura con dos bases imprime el mismo número de filas de IVA que una con una sola: la base al 0 % no aparece
SCRUM-624	Finalizada	🔴 El PDF recalcula el total e ignora el guardado — y YA HAY un camino real de divergencia: dos convenciones de redondeo (36,27 guardado vs 36,26 impreso)
SCRUM-625	Finalizada	La factura escribe 117,60 y el presupuesto 117.60: dos formatos de número para el mismo cliente español
SCRUM-626	Tareas por hacer	Por qué guard-contraste no arrancaba en el runner sigue sin saberse: no se resolvió, se dejó de tropezar con ello
SCRUM-627	Finalizada	El censo de IVA sólo ve a quien pasa por su puerta: el bloque de totales de la factura tiene su vatMap a mano y es invisible para SCRUM-389
SCRUM-628	Tareas por hacer	Los nueve guards visuales miran la landing y dos páginas sintéticas: el dashboard entero no tiene ninguno, y el verde no lo dice
SCRUM-629	Finalizada	telefonoDePrueba(1) se convierte en cadena vacía al normalizar: el helper de la casa genera tests que pasan comparando dos vacíos
SCRUM-630	Tareas por hacer	El «Válido hasta» por defecto suma 30×24h en vez de 30 días: con el cambio de hora el presupuesto caduca un día antes
SCRUM-631	Finalizada	Retirado el borrado físico, un producto desactivado ocupa su nombre para siempre: @@unique no mira isActive
SCRUM-632	Tareas por hacer	La descripción sólo existe si la línea vino del catálogo: escrita a mano, la casilla «Incluir descripción» no puede hacer nada
SCRUM-633	Finalizada	La caducidad de un presupuesto se calcula en tres sitios: el front, el servidor al guardar y la landing que ve el cliente
SCRUM-634	Tareas por hacer	El banco de vistas devuelve null en silencio para cualquier atributo que no copie — es el defecto que el banco existe para eliminar
SCRUM-635	Tareas por hacer	El CSV del tarifario exporta el IVA que ya no se pide y esconde el coste del que sale el margen
SCRUM-636	Finalizada	Hay cuatro formas distintas de escribir dinero y ninguna es el sitio único — el formateador compartido no existe
SCRUM-637	Tareas por hacer	No hay forma fiable de ir de un ticket a su rama, y nada avisa cuando una rama termina sin mergear
SCRUM-638	Tareas por hacer	Tres ramas independientes fallan en el mismo check «guards de navegador» — el sospechoso ya no son las ramas
SCRUM-639	Finalizada	El vocabulario de códigos existe dentro del guard y no sale fuera: el agregador colapsa «no arranca» en el mismo 1 que «hay defectos»
SCRUM-640	Finalizada	Cinco tests más miden la zona horaria de la máquina, no el producto — verdes en UTC, y dos pisan terreno fiscal
SCRUM-641	Finalizada	El profesional lee «name_duplicate» en pantalla, y reactivar un producto devuelve 500 en vez de 409
SCRUM-642	Finalizada	La marca ⟦arranque⟧ es un solo número para cinco tramos: repite, un nivel más abajo, el problema que vino a resolver
SCRUM-643	Finalizada	🔴 VIVO EN PRODUCCIÓN: el producto decide el mes natural fiscal con el reloj del servidor, y el servidor está en UTC mientras España está en UTC+1/+2
SCRUM-644	Tareas por hacer	26 sitios más pintan el mensaje crudo del servidor, y nada impide que la próxima vista lo vuelva a hacer
SCRUM-645	Finalizada	La puerta reformatea la marca de arranque y tira los tramos: el desglose de SCRUM-642 sólo se ve cuando un guard muere
SCRUM-646	Finalizada	Si Canarias es mercado, el producto no puede facturar allí: un canario no repercute IVA, repercute IGIC — y Ceuta y Melilla, IPSI
SCRUM-647	Finalizada	El presupuesto sigue con «IVA%» grabado en su tabla de líneas, y el mecanismo que ya existe para el nombre del impuesto está indexado por país
SCRUM-648	Finalizada	Un semáforo que no sabe leer la fecha límite dice que todo va bien: calcularSemaforo devuelve «verde» con un límite ilegible
SCRUM-649	Tareas por hacer	El guard de anclas comprueba que el SHA tenga forma de SHA, no que el commit exista: un ancla inventada pasa en verde
SCRUM-650	Finalizada	T1 · Asignar un trabajo a UNO O VARIOS empleados — en su parte real salen tres técnicos escritos a mano en la misma línea
SCRUM-651	Finalizada	T2 · Crear un trabajo SIN presupuesto — una avería no se presupuesta, y hoy eso no se puede meter en YaQu
SCRUM-652	Finalizada	T3 · Parte de trabajo con los campos reales — y DOS candados: el contenido se congela al firmar, los precios siguen abiertos hasta facturar
SCRUM-653	Finalizada	T4 · Las DOS firmas en el móvil del técnico, sin cobertura — y con quién firma por el cliente y en calidad de qué
SCRUM-654	Acción del fundador	T5 · Rellenar el parte por voz — 🔴 BLOQUEADO por regla 36: dependencia, coste y RGPD del audio los decide el fundador
SCRUM-655	Finalizada	T6 · Presupuestos con APARTADOS, numeración 1.01 derivada, descripciones largas y revisiones — hoy no se puede escribir un presupuesto de obra en YaQu
SCRUM-656	Finalizada	T7 · IVA al final del presupuesto, con casilla al crearlo — y las cláusulas fijas del merchant (garantía, alcance, validez) que hoy no existen
SCRUM-657	Tareas por hacer	🔴 Sus clientes son ADMINISTRACIONES PÚBLICAS: sus facturas llevan códigos DIR3 de FACe — sin factura electrónica por FACe, la administración no le paga
SCRUM-658	Tareas por hacer	BLOQUE B del sprint Tecnosel — factura desde el parte, recurrentes y el 303: BLOQUEADO por regla 24 hasta que el fundador decida si su padre emite facturas reales desde YaQu
SCRUM-659	Finalizada	🔴 El lector de PDF no distingue un salto de línea de su ausencia: cualquier test de texto multilínea nace muerto
SCRUM-660	Finalizada	El IVA por defecto del documento sigue siendo campo libre mientras el de la línea ya se elige
SCRUM-661	Finalizada	P6 · El margen real de una venta no es recuperable ni en teoría: no se guarda el hecho del que se derivaría
SCRUM-662	Finalizada	🔴 SCRIPTS_DEL_DASHBOARD ha chocado CINCO veces y tres fueron SILENCIOSAS — un número derivado guardado a mano colisiona una vez por rama, y cuando las dos se equivocan igual no colisiona nada
SCRUM-663	Tareas por hacer	Sexta colisión de SCRIPTS_DEL_DASHBOARD: un RECUENTO colisiona en silencio, una LISTA no podría
SCRUM-664	Finalizada	El trinquete de SCRUM-646 vigila el NOMBRE, no el VALOR — y su punto ciego ya se cobró un sitio el mismo día que nació
SCRUM-665	Tareas por hacer	🔴 El PDF de una factura EMITIDA se regenera con el código y los datos de HOY: la regla 29 tiene una puerta abierta que nadie había mirado
SCRUM-666	Finalizada	El banco de vistas no aplica CSS externo: todo control de «¿se ve?» tiene un punto ciego del tamaño de styles.css
SCRUM-667	Finalizada	🔴 Un marcador de microcopy en src/ no lo cuenta ningún censo, y ése se imprime en un documento que se entrega al cliente
SCRUM-668	Finalizada	🔴 DATABASE_URL_STAGING y DATABASE_URL_TESTS son la MISMA cadena: la suite escribe donde medimos, y es la tercera vez que esta familia muerde
SCRUM-669	Tareas por hacer	Lo que queda muerto después de DOC-08: cuatro restos que ya no lee nadie y siguen cargándose
SCRUM-670	Finalizada	🔴 TRES regex distintas leen index.html y hoy coinciden por casualidad: un script con defer sale del banco y de un guard, y entra en el otro
SCRUM-671	Finalizada	🔴 SEGUNDO guard que mide reloj de pared: scrum642 da verde aislado y rojo en la suite — un defecto que aparece dos veces en sitios independientes es un patrón, no un descuido
SCRUM-672	Finalizada	Un test que DESAPARECE no es un test que falla: 14 se fueron del total en silencio y nadie vigila ese número
SCRUM-673	Finalizada	🔴 TERCER reloj de pared, y este BLOQUEA TODAS LAS PRs: guard:contraste se corta a los 30,0 s arrancando Edge — en la MISMA tirada, guard:caja-avisos necesitó 38,2 s y salió verde
SCRUM-674	En curso	🔑 EL COMMIT DE SCHEMA: cinco cambios ya aprobados que llevan cuatro tareas viviendo en un .md — sin esto, SCRUM-650/651/652/655/656 están construidos y NO funcionan
SCRUM-675	Tareas por hacer	🔴 El censo de SCRUM-647 lee una ventana fija de 1400 caracteres: escribir un comentario cerca deja ciego a un guard vivo, y el margen que queda son 152 caracteres
SCRUM-676	Finalizada	recursosDe lee los <link .css> con regex propia: la última población del índice que sigue sin extractor único, y nadie la ha medido
SCRUM-677	Finalizada	🔴🔴 PRODUCCIÓN LLEVA NUEVE DÍAS SIN DESPLEGAR: todos los despliegues fallan el healthcheck y el anterior se queda ACTIVO, así que el fallo es invisible
SCRUM-678	Tareas por hacer	🔴 Faltan STRIPE_CONNECT_WEBHOOK_SECRET y MP_WEBHOOK_SECRET en producción: esos webhooks rechazan TODAS las peticiones
SCRUM-679	Finalizada	Los DOS últimos guards que asertan sobre una duración medida: scrum362:303 (ms &lt; 8000) y scrum501:171 (tardado &lt; 2_000) — el censo de 1.182 ficheros dice que con estos dos se acaba la familia
SCRUM-680	Finalizada	🔴 DOCE frases dicen «22 modelos» a mano y ya son 23 — y una vive en portabilidadCompleta.ts, el camino de EXPORT: es SCRIPTS_DEL_DASHBOARD otra vez, pero el que paga es el cliente que pide sus datos
SCRUM-681	Finalizada	Las esperas fijas del grupo 2 (scrum268 duerme 2×60 s, bot-suite 2×1,5 s): un plazo vencido aquí SÍ produce veredicto, y el equivocado — y scrum268 duerme 120 s aunque la condición se cumpla en el primer segundo
SCRUM-682	Finalizada	🔴 El número de rutas del precache es 74, la documentación dice 69 y otra fuente 71 — y como cache.addAll es ATÓMICO, si la lista y el número se separan el técnico se queda SIN app en el sótano
SCRUM-683	Finalizada	🎙️ El parte dictado, DESBLOQUEADO sin dependencia nueva: dicta el teclado del propio móvil (gratis, todos los navegadores, el audio no sale) y Gemini solo ORDENA el texto en mano de obra ‖ materiales
SCRUM-684	Finalizada	🔴 DECISIÓN DEL FUNDADOR · ¿Una avería abierta como trabajo directo puede entregar albarán? El guard de SCRUM-257 cerró una puerta que SCRUM-651 volvió a abrir cuatro semanas después
SCRUM-685	Finalizada	🔴🔴 db-push-prod propuso DROP TABLE job_assignees y email_messages + ~30 columnas de PRODUCCIÓN, y lo que lo paró fue que el shell no tenía stdin — el checkout estaba 1933 commits detrás y el script no lo comprueba
SCRUM-686	Finalizada	🔴🔴 main en rojo: `docHeaderText`/`docFooterText` sin clasificar en revision.ts (593 × 655b se mergearon sin verse)
SCRUM-687	Finalizada	Guard 2 · constancia desde CI de que un ALTER está aplicado en producción (opción D + secreto propio)
SCRUM-688	Tareas por hacer	🟠 `nuevaRevisionDe` no tiene llamador: las revisiones se pueden VER y no CREAR
SCRUM-689	Finalizada	🔴 Las pestañas de la lista de clientes se pintan como botones crudos del navegador: `.customers-tab` y `.customers-tabs` no tienen ni una regla CSS
SCRUM-690	Finalizada	🔴 `.segmented`: el fondo del lado activo da 1,07:1 contra la barra — el control «uno de N» se apoya casi solo en la tinta
SCRUM-691	Tareas por hacer	⬜ DECISIÓN DEL FUNDADOR · `--surface` y `--bg` son casi el mismo color (1,07:1) y `--border` contra `--bg` da 1,14:1 — todo el sistema se apoya en la tinta
SCRUM-692	Finalizada	El guardado parcial de cliente es cierto POR ACCIDENTE y nada lo sujeta: la regresión que borraría datos sería muda
SCRUM-693	Finalizada	El filtro de comentarios de `scrum578` no cubre los bloques `/** */`: un JSDoc que cite la cadena prohibida lo hace saltar en falso
SCRUM-694	Tareas por hacer	🔴 Trece guards más filtran comentarios a mano y ninguno aguanta una URL con `//`: un filtro demasiado permisivo produce VERDES FALSOS
SCRUM-695	Finalizada	🔴 Cuatro tests desaparecieron en SCRUM-680 sin reemplazo y siguen ausentes — y el recibo de evidencia no está en git, así que nadie podía haberlo notado
SCRUM-696	Finalizada	🔴🔴 `soloCodigo()` se desincroniza en la primera plantilla con `${…}`: 60 ficheros del árbol quedarían CIEGOS a código real, y ya está en main
SCRUM-697	Finalizada	🔴 El banco de vistas pinta la vista de clientes DOS veces en una sola llamada: 16 `<th>` para 8 columnas, y cualquier recuento sobre ella sale al doble
SCRUM-698	Finalizada	🔴 Seis vistas del panel no se montan en el banco, y `renderReportsView` tumba el proceso entero: hay tests que pueden DESAPARECER sin decirlo
SCRUM-699	Finalizada	La tabla de clientes acaba FUERA de su `div.table-scroll`: el envoltorio de scroll se queda vacío
SCRUM-700	Finalizada	🔴 No eran 13 sino 56: 27 guards cortan en cualquier `//` y 31 encogen el texto — y nadie sabe cuántos ciegan código HOY
SCRUM-701	Finalizada	🔴 `sellarReferencias` (PRODUCCIÓN) es ciego a las comillas simples y cuenta las etiquetas comentadas: una hoja sin sellar se sirve desde caché vieja
SCRUM-702	Finalizada	El suelo de la tanda se DECLARA en un commit y se EVALÚA en otro (título corregido: NO era Windows vs Ubuntu — refutado por medición)
SCRUM-703	Finalizada	Tecnosel · el tipo de intervención se guarda, y un parte firmado ya se puede VALORAR: permiso por campo + la vista de oficina
SCRUM-704	Finalizada	🔴 `apiRequest` no serializa el body y DOS campos no se guardan: renombrar el Trabajo y la dirección de la obra viajan como «[object Object]» — sin error, sin aviso, sin nada
SCRUM-705	Finalizada	🔴 EL MÁSTER dice que `db-push-prod` es el «procedimiento canónico» contra producción, y el propio script dice lo contrario — y el máster gana (regla 35)
SCRUM-706	Tareas por hacer	El agujero ① de SCRUM-664: el trinquete del IVA vigila el NOMBRE y no el VALOR — medido, se construye por NOMBRE+VALOR en `src/`+`public/` (7 aciertos, 0 falsos positivos)
SCRUM-707	Tareas por hacer	Pantallas de detalle sin defensa ante un estado no contemplado
SCRUM-708	Tareas por hacer	Huecos declarados del detector de tests mudos (heredados de SCRUM-702)
SCRUM-709	Finalizada	🔴 MICROCOPY_APROBADA_SIN_APLICAR.md ha chocado SIETE veces en dos días: un fichero único al que todas las ramas añaden al final colisiona una vez POR PAR DE RAMAS — se parte en un fichero por aprobación
SCRUM-710	Finalizada	🔴 El censo de SCRUM-622 ancla su única excepción por NÚMERO DE LÍNEA: cualquier edición por encima tumba el guard sin que cambie nada de lo vigilado
SCRUM-711	Tareas por hacer	El guard `objetivo-tactil` corre FUERA de la tanda, así que no ve un botón de 30 px (AB6 exige 44)
SCRUM-712	Finalizada	🔴 `price` admite decimales ilimitados (`z.number().nonnegative()`): es el camino por el que ocurrió la ÚNICA divergencia real en datos
SCRUM-713	Tareas por hacer	Buscador de cliente en el presupuesto — el patrón YA EXISTE en la casa, en dos sitios distintos
SCRUM-714	Finalizada	🔴 Tres instrumentos cuentan marcadores de microcopy en TRES unidades distintas y ninguno declara cuál: 1 vs 4 vs 13 vs 14 para lo mismo
SCRUM-715	Finalizada	constaAprobado() casaba por SUBCADENA y una consulta corta daba «aprobado por el fundador» en falso — ahora compara por IDENTIDAD sobre unidades delimitadas
SCRUM-716	Finalizada	🔴 EL VIGÍA NO TIENE MEMORIA: mira un instante y no sabe nada del anterior, así que pinta igual «producción congelada» y «producción avanzando por detrás» — el verde ciego original YA está arreglado en main y verificado por ejecución
SCRUM-717	Finalizada	Comprobar que un select pide todo lo que su consumidor usa exige seguir el VALOR (callbacks, desestructuración, Map), no el identificador — el analizador por texto da CERO por no saber mirar
SCRUM-718	Finalizada	🔴 ts.createScanner a pelo ve 148 de los 352 comentarios de src/app.ts: sin contexto no sabe si un «/» abre una regex o divide — y de esa técnica cuelga el control positivo de SCRUM-715 y el de scrum387
SCRUM-719	Finalizada	🔴 DOCE guards afirman negaciones sin respaldo: pasarían igual sobre un fichero vacío — medido rompiendo soloEjecutable, solo 9 de 24 se ponen rojos
SCRUM-720	Finalizada	🔴🔴 LA PANTALLA DEL PARTE ESTÁ INUSABLE EN PRODUCCIÓN: sin una sola línea de CSS y con ~26 rótulos [PENDIENTE microcopy oficial] a la vista — y el recorrido decía 8/8
SCRUM-721	Finalizada	El botón «Nueva factura» NO pasa por el mecanismo del atajo: SCRUM-599 se cerró con tres listas de cuatro, no cuatro
SCRUM-722	Finalizada	El valor por defecto de «Válido hasta» y el atajo de 30 días pueden dar días DISTINTOS — más dos hallazgos del mismo módulo
SCRUM-723	Finalizada	🔴 El guard de SCRUM-603b compara contra la PUNTA de origin/main, que es un objetivo móvil: tumba ramas ajenas sin que hayan tocado nada
SCRUM-724	Finalizada	Los botones COMPARTIDOS de toda la app están bajo los 44 px de AB6: btn-primary 36, btn-secondary/btn-ghost 30, la miga 19 — subirlos es un rediseño global, no un arreglo
SCRUM-725	Finalizada	🎙️ Micrófono DENTRO de la app + la IA reescribe lo dictado — el teclado del sistema le resulta raro al profesional, y en la furgoneta se escribe deprisa y mal
SCRUM-726	En curso	🔴 constaAprobado() no sabe QUIÉN firmó: cualquiera que escriba en docs/microcopy/ queda leído como el fundador — la regla 30 no es verificable por máquina
SCRUM-727	Finalizada	🔴 La lista de Trabajos es un desastre según el fundador: tarjetas gigantes en vez de lista, sin filtros, y no se ve QUIÉN tiene cogido cada trabajo ni se le puede asignar desde fuera
SCRUM-728	Tareas por hacer	🔴 El cerrojo de serie serializa y diez creaciones simultáneas del mismo merchant superan el timeout de 5 s de Prisma (~5.200 ms medidos)
SCRUM-729	Acción del fundador	🔴 El PDF de una factura EMITIDA lee los datos del cliente EN VIVO: si el cliente cambia su nombre o su NIF, el documento ya emitido cambia
